CID,Name,rdkit_MolWt,rdkit_MolLogP,rdkit_TPSA,rdkit_NumHDonors,rdkit_NumHAcceptors,rdkit_NumRotatableBonds,rdkit_RingCount,rdkit_NumAromaticRings,rdkit_FractionCSP3,rdkit_HeavyAtomCount,has_aldehyde,has_alpha_beta_unsat_aldehyde,has_ketone,has_ester,has_alcohol,has_phenol,has_carboxylic_acid,has_sulfur,has_nitrogen,has_aromatic_ring
179,acetoin ,88.106,-0.043800000000000006,37.3,1.0,2.0,1.0,0.0,0.0,0.75,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
240,benzaldehyde ,106.12399999999997,1.4990999999999999,17.07,0.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
244,benzyl alcohol ,108.13999999999997,1.1788999999999998,20.23,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
323,coumarin ,146.14499999999995,1.7929999999999997,30.21,0.0,2.0,0.0,2.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
326,cumin aldehyde ,148.20499999999996,2.6225000000000014,17.07,0.0,1.0,2.0,1.0,1.0,0.3,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
454,octanal ,128.215,2.5458000000000007,17.07,0.0,1.0,6.0,0.0,0.0,0.875,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,indole ,117.15099999999997,2.1678999999999995,15.79,1.0,0.0,0.0,2.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
957,octanol ,130.23100000000002,2.3392000000000013,20.23,1.0,1.0,6.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1183,vanillin ,152.14899999999997,1.2133,46.53,1.0,3.0,2.0,1.0,1.0,0.125,11.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2345,benzyl benzoate ,212.248,3.0436000000000014,26.3,0.0,2.0,3.0,2.0,2.0,0.07142857142857142,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2758,"1,8-cineol ",154.25300000000001,2.7441000000000013,9.23,0.0,1.0,0.0,3.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2879,p-cresol ,108.13999999999999,1.7006199999999996,20.23,1.0,1.0,0.0,1.0,1.0,0.14285714285714285,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3314,eugenol ,164.20399999999998,2.1293,29.46,1.0,2.0,3.0,1.0,1.0,0.2,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
4133,methyl salicylate ,152.14899999999997,1.1787999999999998,46.53,1.0,3.0,1.0,1.0,1.0,0.125,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6054,phenylethyl alcohol ,122.16699999999997,1.2213999999999998,20.23,1.0,1.0,2.0,1.0,1.0,0.25,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6184,hexanal ,100.16099999999999,1.7656,17.07,0.0,1.0,4.0,0.0,0.0,0.8333333333333334,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6501,aldehyde c-16 strawberry ,206.24099999999999,1.8637,38.83,0.0,3.0,3.0,2.0,1.0,0.4166666666666667,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6532,linalyl isobutyrate ,224.34399999999994,3.876700000000003,26.3,0.0,2.0,6.0,0.0,0.0,0.6428571428571429,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6548,tetrahydrolinalool ,158.285,2.9737000000000022,20.23,1.0,1.0,5.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6549,linalool ,154.25300000000001,2.6698000000000013,20.23,1.0,1.0,4.0,0.0,0.0,0.6,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6616,camphene,136.238,2.9987000000000013,0.0,0.0,0.0,0.0,2.0,0.0,0.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6631,menthanyl acetate ,198.30599999999998,3.1544000000000016,26.3,0.0,2.0,2.0,1.0,0.0,0.9166666666666666,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6660,cyclotene ,112.12799999999999,1.1813,37.3,1.0,2.0,0.0,1.0,0.0,0.5,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6736,skatole ,131.17799999999997,2.4763200000000003,15.79,1.0,0.0,0.0,2.0,2.0,0.1111111111111111,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
6874,isoamyl salicylate ,208.257,2.5951000000000017,46.53,1.0,3.0,4.0,1.0,1.0,0.4166666666666667,15.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6986,isomenthone ,154.253,2.6477000000000013,17.07,0.0,1.0,1.0,1.0,0.0,0.9,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7007,rosephenone,267.539,3.6610000000000023,26.3,0.0,2.0,2.0,1.0,1.0,0.3,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7119,nerolin yara yara ,158.2,2.8484000000000007,9.23,0.0,1.0,1.0,2.0,2.0,0.09090909090909091,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7122,methyl beta-naphthyl ketone ,170.21099999999998,3.0424000000000015,17.07,0.0,1.0,1.0,2.0,2.0,0.08333333333333333,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7129,nerolin bromelia ,172.22699999999998,3.238500000000002,9.23,0.0,1.0,2.0,2.0,2.0,0.16666666666666666,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7136,acetyl eugenol ,206.24099999999996,2.349,35.53,0.0,3.0,4.0,1.0,1.0,0.25,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7137,acetyl isoeugenol ,206.24099999999996,2.653600000000001,35.53,0.0,3.0,3.0,1.0,1.0,0.25,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7150,methyl benzoate ,136.14999999999998,1.4732,26.3,0.0,2.0,1.0,1.0,1.0,0.125,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7165,ethyl benzoate ,150.177,1.8633,26.3,0.0,2.0,2.0,1.0,1.0,0.2222222222222222,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7342,ethyl isobutyrate ,116.15999999999998,1.2055,26.3,0.0,2.0,2.0,0.0,0.0,0.8333333333333334,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7391,p-tert-butylcyclohexanol ,156.26899999999998,2.583600000000001,20.23,1.0,1.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7410,acetophenone ,120.15099999999995,1.8892,17.07,0.0,1.0,1.0,1.0,1.0,0.125,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7459,p-menthane ,140.26999999999998,3.468700000000003,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7461,gamma-terpinene ,136.238,3.308900000000002,0.0,0.0,0.0,1.0,1.0,0.0,0.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7462,alpha-terpinene ,136.238,3.308900000000002,0.0,0.0,0.0,1.0,1.0,0.0,0.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7463,p-cymene ,134.22199999999998,3.118420000000002,0.0,0.0,0.0,1.0,1.0,1.0,0.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7531,dimethyl benzyl carbinol ,150.22099999999998,2.0000000000000004,20.23,1.0,1.0,2.0,1.0,1.0,0.4,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7583,diphenyl oxide ,170.21099999999998,3.478900000000001,9.23,0.0,1.0,2.0,2.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7632,dimethyl phenyl ethyl carbinol ,164.248,2.390100000000001,20.23,1.0,1.0,3.0,1.0,1.0,0.45454545454545453,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7646,benzyl isobutyrate ,178.231,2.3858000000000006,26.3,0.0,2.0,3.0,1.0,1.0,0.36363636363636365,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7650,benzyl n-butyrate,178.231,2.5299000000000005,26.3,0.0,2.0,4.0,1.0,1.0,0.36363636363636365,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7654,phenylethyl acetate ,164.204,1.7922,26.3,0.0,2.0,3.0,1.0,1.0,0.3,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7655,phenylethyl isobutyrate ,192.258,2.4283,26.3,0.0,2.0,4.0,1.0,1.0,0.4166666666666667,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7695,anisyl acetate ,180.203,1.7583,35.53,0.0,3.0,3.0,1.0,1.0,0.3,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7704,gamma-octanoic lactone ,142.19799999999998,1.8822,26.3,0.0,2.0,3.0,1.0,0.0,0.875,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7708,benzyl formate ,136.14999999999998,1.3596,26.3,0.0,2.0,3.0,1.0,1.0,0.125,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7710,gamma-nonalactone ,156.225,2.2723000000000004,26.3,0.0,2.0,4.0,1.0,0.0,0.8888888888888888,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7714,gamma-undecalactone ,184.27899999999997,3.052500000000002,26.3,0.0,2.0,6.0,1.0,0.0,0.9090909090909091,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7725,p-tolyl aldehyde ,120.15099999999998,1.80752,17.07,0.0,1.0,1.0,1.0,1.0,0.125,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7731,p-cresyl methyl ether ,122.16699999999999,2.0036199999999997,9.23,0.0,1.0,1.0,1.0,1.0,0.25,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7738,anis alcohol,138.166,1.1874999999999998,29.46,1.0,2.0,2.0,1.0,1.0,0.25,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7749,ethyl propionate ,102.133,0.9595,26.3,0.0,2.0,2.0,0.0,0.0,0.8,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7762,ethyl butyrate ,116.15999999999998,1.3496000000000001,26.3,0.0,2.0,3.0,0.0,0.0,0.8333333333333334,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7770,propyl butyrate ,130.18699999999998,1.7397,26.3,0.0,2.0,4.0,0.0,0.0,0.8571428571428571,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7778,citronellyl formate ,184.27899999999997,2.9320000000000013,26.3,0.0,2.0,7.0,0.0,0.0,0.7272727272727273,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7792,tetrahydrogeraniol ,158.285,2.831200000000002,20.23,1.0,1.0,6.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7794,citronellal ,154.253,2.9579000000000013,17.07,0.0,1.0,5.0,0.0,0.0,0.7,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7797,ethyl heptanoate ,158.24099999999999,2.5199000000000007,26.3,0.0,2.0,6.0,0.0,0.0,0.8888888888888888,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7799,ethyl octanoate,172.26799999999997,2.910000000000001,26.3,0.0,2.0,7.0,0.0,0.0,0.9,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7803,propyl propionate ,116.15999999999998,1.3496000000000001,26.3,0.0,2.0,3.0,0.0,0.0,0.8333333333333334,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7888,hydroxy citronellal ,172.268,2.1527000000000003,37.3,1.0,2.0,6.0,0.0,0.0,0.9,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7921,gamma-valerolactone ,100.11699999999999,0.7119,26.3,0.0,2.0,0.0,1.0,0.0,0.8,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7943,diethyl malonate ,132.115,-0.2775000000000001,52.60000000000001,0.0,4.0,2.0,0.0,0.0,0.6,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7945,ethyl isovalerate ,130.18699999999998,1.5956000000000001,26.3,0.0,2.0,3.0,0.0,0.0,0.8571428571428571,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7983,butyl butyrate ,144.21399999999997,2.1298000000000004,26.3,0.0,2.0,5.0,0.0,0.0,0.875,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8038,isobutyl acetate ,116.15999999999998,1.2055,26.3,0.0,2.0,2.0,0.0,0.0,0.8333333333333334,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8048,ethyl decanoate ,200.32199999999997,3.6902000000000026,26.3,0.0,2.0,9.0,0.0,0.0,0.9166666666666666,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8103,hexanol ,102.17699999999999,1.559,20.23,1.0,1.0,4.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8129,heptanol ,116.204,1.9491,20.23,1.0,1.0,5.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8130,heptanal ,114.18799999999999,2.1557000000000004,17.07,0.0,1.0,5.0,0.0,0.0,0.8571428571428571,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8137,methyl octine carbonate ,168.236,2.1332000000000004,26.3,0.0,2.0,4.0,0.0,0.0,0.7,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8163,methyl nonyl ketone ,170.296,3.7161000000000026,17.07,0.0,1.0,8.0,0.0,0.0,0.9090909090909091,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8164,octyl acetate ,172.268,2.910000000000002,26.3,0.0,2.0,7.0,0.0,0.0,0.9,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8174,decanol ,158.285,3.119400000000002,20.23,1.0,1.0,8.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8175,decanal ,156.269,3.3260000000000023,17.07,0.0,1.0,8.0,0.0,0.0,0.9,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8186,undecanal ,170.296,3.7161000000000026,17.07,0.0,1.0,9.0,0.0,0.0,0.9090909090909091,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8187,10-undecenal ,168.28,3.4921000000000024,17.07,0.0,1.0,9.0,0.0,0.0,0.7272727272727273,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8193,lauryl alcohol ,186.33899999999997,3.8996000000000035,20.23,1.0,1.0,10.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8194,dodecanal ,184.32299999999998,4.106200000000003,17.07,0.0,1.0,10.0,0.0,0.0,0.9166666666666666,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8294,linalyl acetate ,196.29,3.2406000000000024,26.3,0.0,2.0,5.0,0.0,0.0,0.5833333333333334,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8363,benzyl salicylate,228.24699999999999,2.7492000000000014,46.53,1.0,3.0,3.0,2.0,2.0,0.07142857142857142,17.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
8365,ethyl salicylate,166.176,1.5688999999999997,46.53,1.0,3.0,2.0,1.0,1.0,0.2222222222222222,12.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
8369,maltol,126.11099999999996,0.6538199999999998,50.44,1.0,3.0,0.0,1.0,1.0,0.16666666666666666,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
8432,styrallyl propionate ,178.231,2.700800000000001,26.3,0.0,2.0,3.0,1.0,1.0,0.36363636363636365,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8438,heliotropine ,150.13299999999998,1.2278,35.53,0.0,3.0,1.0,2.0,1.0,0.125,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8467,ethyl vanillin ,166.176,1.6034,46.53,1.0,3.0,3.0,1.0,1.0,0.2222222222222222,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
8469,ethyl phenyl glycidate ,192.214,1.6895999999999998,38.83,0.0,3.0,3.0,2.0,1.0,0.36363636363636365,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
