CID,Name,log_vp,vp
110655,tricyclodecenyl acetate ,-1.9634358882904053,0.010878377152828323
110914,suzaral ,-2.4616103172302246,0.003454535681095606
111037,terpinyl acetate ,-2.0786848068237305,0.008342864559474725
111418,glycolierral ,-2.1516215801239014,0.0070530736661379686
111727,allyl cyclohexyl glycolate ,-2.4378068447113037,0.003649162096912012
113514,rhubafuran ,-1.7504682540893555,0.01776363111530615
116699,norlimbanol ,-2.652090549468994,0.002227970573749321
118134,decatone ,-1.9732460975646973,0.01063540181138401
118201,ethyl safranate,-2.182542562484741,0.006568367408627228
118292,kephalis,-2.7160704135894775,0.0019227799570125557
119897,sandalmysore core ,-3.9113078117370605,0.00012265695762196327
120101,calone ,-1.9965420961380005,0.010079938998408198
157342,fruitate ,-2.432453155517578,0.0036944249153501433
159055,camphor,-3.9113078117370605,0.00012265695762196327
160641,poirenate ,-1.7169482707977295,0.0191889728862265
162268,(5Z)-cyclohexadec-5-en-1-one ,-2.9285778999328613,0.0011787510702576196
163336,undecavertol ,-3.9113078117370605,0.00012265695762196327
163588,peranat,-2.13916277885437,0.007258338550871188
164422,amber core ,-3.1672704219818115,0.0006803455962387355
166523,troenan ,-2.0206100940704346,0.009536519605041592
228987,lilial ,-2.1854095458984375,0.006525149315245807
