,CID,Canonical_Name,Imax,vp_exp,predicted_log_vp,vp_source,log_vp
676,61183,TETRAHYDROFURFURYL PROPIONATE,55.0,,-0.7559319734573364,predicted,-0.7559319734573364
677,61184,ISOPROPYL BUTYRATE,39.0,,0.7759948968887329,predicted,0.7759948968887329
678,61185,AMYL OCTANOATE,33.0,,-2.2985105514526367,predicted,-2.2985105514526367
679,61204,DELTA UNDECALACTONE,42.0,,-1.2510367631912231,predicted,-1.2510367631912231
680,61206,FARNESYL ACETONE,30.0,,-3.717970848083496,predicted,-3.717970848083496
681,61209,METHYL CYCLOPENTENOLONE,55.0,,-0.8907707929611206,predicted,-0.8907707929611206
682,61229,VANILLIN ACETATE,30.0,,-3.210906982421875,predicted,-3.210906982421875
683,61235,3-NONANONE,55.0,,-0.20246119797229767,predicted,-0.20246119797229767
684,61260,2-PROPIONYLPYRROLE,43.0,,-0.027328485623002052,predicted,-0.027328485623002052
685,61261,2-(METHYLTHIO)PHENOL,67.0,,-1.2025010585784912,predicted,-1.2025010585784912
686,61294,OCTYL OCTANOATE,31.0,,-3.9724223613739014,predicted,-3.9724223613739014
687,61295,S-PROPYL THIOACETATE,92.0,,-0.09597725421190262,predicted,-0.09597725421190262
688,61296,ISOAMYL ACETOACETATE,28.0,,-1.3592602014541626,predicted,-1.3592602014541626
689,61302,4-PHENYL-2-BUTANOL,28.0,,-1.5466623306274414,predicted,-1.5466623306274414
690,61303,2-PENTADECANONE,20.0,,-3.3255908489227295,predicted,-3.3255908489227295
691,61319,ALLYL PROPIONATE,75.0,,0.9310850501060486,predicted,0.9310850501060486
692,61325,STRAWBERRY FURANONE METHYL ETHER,80.0,,-0.602289617061615,predicted,-0.602289617061615
693,61331,GUAIACYL PHENYL ACETATE,15.0,,-3.2912728786468506,predicted,-3.2912728786468506
694,61334,FURANEOL ACETATE,53.0,,-2.722290515899658,predicted,-2.722290515899658
695,61341,2-BENZOFURANCARBOXALDEHYDE,45.0,,-1.2879244089126587,predicted,-1.2879244089126587
696,61375,CYCLOHEXYL PROPIONATE,42.0,,-0.7688933610916138,predicted,-0.7688933610916138
697,61384,2-PHENYLETHYL HEXANOATE,28.0,,-2.235529661178589,predicted,-2.235529661178589
698,61385,2-ISOBUTYL PYRIDINE,89.0,,-0.7442255616188049,predicted,-0.7442255616188049
699,61386,ISO AMYL LAURATE,19.0,,-4.1504716873168945,predicted,-4.1504716873168945
700,61403,LEAFY ACETAL,35.0,,-1.488107442855835,predicted,-1.488107442855835
701,61410,ALLYL NONANOATE,12.0,,-2.2988245487213135,predicted,-2.2988245487213135
702,61417,ANISYL PROPIONATE,33.0,,-2.1048691272735596,predicted,-2.1048691272735596
703,61431,OCTACETAL,37.0,,-0.669284999370575,predicted,-0.669284999370575
704,61446,PAPYA ISOBUTYRATE,17.0,,-3.0146758556365967,predicted,-3.0146758556365967
705,61448,2-ETHYLBUTYL ACETATE,59.0,,-0.15211063623428345,predicted,-0.15211063623428345
706,61450,ETHYL 2-FURANPROPIONATE,30.0,,-1.3102412223815918,predicted,-1.3102412223815918
707,61455,HEXYL ISOVALERATE,30.0,,-1.5026565790176392,predicted,-1.5026565790176392
708,61516,LILAC PENTANOL,35.0,,-1.4260742664337158,predicted,-1.4260742664337158
709,61585,CELESTOLIDE,14.0,0.00037503,0.0,experimental,-3.425933990103397
710,61586,4-(ETHOXYMETHYL)-2-METHOXYPHENOL,21.0,,-1.8967233896255493,predicted,-1.8967233896255493
711,61592,ETHYL METHYL MERCAPTOPROPIONATE,70.0,,-0.4401046931743622,predicted,-0.4401046931743622
712,61631,METHYL 3-NONENOATE,33.0,,-0.9627216458320618,predicted,-0.9627216458320618
713,61634,CARAMEL DIONE,59.0,,-1.300577998161316,predicted,-1.300577998161316
714,61641,METHYL 3 METHYL PROPIONATE,85.0,,0.10026002675294876,predicted,0.10026002675294876
715,61653,TRIMETHYL TRIAZOLE,80.0,,0.3736405670642853,predicted,0.3736405670642853
716,61657,2-METHYL 5-(METHYLTHIO) FURAN,85.0,,0.07886969298124313,predicted,0.07886969298124313
717,61659,DIFURFURYL SULFIDE,35.0,,-0.9292524456977844,predicted,-0.9292524456977844
718,61660,FURFURYL THIOACETATE,52.0,,-0.8148360252380371,predicted,-0.8148360252380371
719,61663,bread thiophene,62.0,,-0.3400508463382721,predicted,-0.3400508463382721
720,61664,BLACKBERRY THIOPHENONE,65.0,,0.14340287446975708,predicted,0.14340287446975708
721,61665,2-ISOPROPENYL-5-METHYL-5-VINYLTETRAHYDROFURAN,32.0,,-0.5620430111885071,predicted,-0.5620430111885071
722,61670,"METHYL QUINOXALINE, 5",63.0,,-1.169978141784668,predicted,-1.169978141784668
723,61743,9-DECENOIC ACID,39.0,,-3.0434908866882324,predicted,-3.0434908866882324
724,61771,FRESKOMENTHE,42.0,,-0.5613999962806702,predicted,-0.5613999962806702
725,61808,TROPICAL THIAZOLE,72.33333333333333,,-0.015572269447147846,predicted,-0.015572269447147846
726,61809,2-ETHOXY THIAZOLE,81.0,,-0.07562848180532455,predicted,-0.07562848180532455
727,61812,BUTYL 2-METHYLBUTYRATE,48.0,,-0.3533706068992615,predicted,-0.3533706068992615
728,61814,"2,4-DIMETHYLBENZALDEHYDE",41.0,,-0.9877143502235413,predicted,-0.9877143502235413
729,61829,"1,2-BUTANEDITHIOL",100.0,,1.5072405338287354,predicted,1.5072405338287354
730,61832,GALBANOLENE SUPER,68.0,,-1.116960883140564,predicted,-1.116960883140564
731,61840,4-ETHYL OCTANOIC ACID,60.0,,-1.9409724473953247,predicted,-1.9409724473953247
732,61918,2 ACETYL 3 ETHYL PYRAZINE,57.0,,-1.3158618211746216,predicted,-1.3158618211746216
733,61945,PIRAZINYL ETHANE THIOL,100.0,,0.17275097966194153,predicted,0.17275097966194153
734,61951,"2-METHYL-5,7-DIHYDRO PYRIMIDINE",37.5,,-0.47163885831832886,predicted,-0.47163885831832886
735,61953,THEASPIRANE,37.0,,-0.537385106086731,predicted,-0.537385106086731
736,61982,PARA-MENTHA-8-THIO-3-ONE NATURAL,68.0,,-0.5868236422538757,predicted,-0.5868236422538757
737,62002,(Z)-ALPHA-DAMASCONE,52.0,,-1.190860390663147,predicted,-1.190860390663147
738,62003,4-METHYLNONANOIC ACID,29.0,,-2.547422170639038,predicted,-2.547422170639038
739,62013,LYCHEE MERCAPTAN ACETATE,68.0,,-1.042449951171875,predicted,-1.042449951171875
740,62024,PINEAPPLE PENTENOATE,31.0,,0.24098126590251923,predicted,0.24098126590251923
741,62069,"2-ethyl-4,5-dimethyloxazole",83.0,,-0.2006068378686905,predicted,-0.2006068378686905
742,62089,4 METHYL OCTANOIC ACID,62.0,,-2.2363274097442627,predicted,-2.2363274097442627
743,62092,P-CRESYL ISOVALERATE,41.0,,-1.6951457262039185,predicted,-1.6951457262039185
744,62098,HELIOTROPYL ACETONE,30.0,,-2.2100517749786377,predicted,-2.2100517749786377
745,62105,"2,5-DIMETHYL-1,4-DITHIANE-2,5-DIOL",83.0,,-1.5245368480682373,predicted,-1.5245368480682373
746,62128,2-METHYLTETRAHYDROFURAN-3-THIOL,80.0,,0.7421031594276428,predicted,0.7421031594276428
747,62144,FURFURYL THIOFORMATE,85.0,,-0.7788111567497253,predicted,-0.7788111567497253
748,62151,L-MENTHYL LACTATE,19.0,,-3.8180277347564697,predicted,-3.8180277347564697
749,62240,CONIFERAN,33.5,,-2.1781859397888184,predicted,-2.1781859397888184
750,62321,LINALYL BUTYRATE,59.0,,-3.122939348220825,predicted,-3.122939348220825
751,62328,TERPINYL PROPIONATE,35.0,,-2.0706517696380615,predicted,-2.0706517696380615
752,62329,MUSK XYLOL,40.0,2.2e-07,0.0,experimental,-6.657577319177793
753,62332,PHENYL ETHYL SALICYLATE,30.0,,-4.170715808868408,predicted,-4.170715808868408
754,62334,VERDOX (IFF),45.0,,-1.5906521081924438,predicted,-1.5906521081924438
755,62336,2-PHENYL PROP ALD DIMETH ACET,60.0,,-1.3671019077301025,predicted,-1.3671019077301025
756,62348,VANILLYL ALCOHOL,60.0,,-3.3465521335601807,predicted,-3.3465521335601807
757,62351,3-METHYLTHIOPROPYL ISOTHIOCYANATE,59.0,,-0.3627864122390747,predicted,-0.3627864122390747
758,62367,4-THUJANOL,31.0,,-1.467821717262268,predicted,-1.467821717262268
759,62374,4-OXOISOPHORONE,59.0,,-1.8209222555160522,predicted,-1.8209222555160522
760,62378,DIHYDROJASMONE,40.0,,-0.9751905202865601,predicted,-0.9751905202865601
761,62384,PROPYLENE GLYCOL ACETONE KETAL,92.0,,1.1019420623779297,predicted,1.1019420623779297
762,62385,"ALPHA,P-DIMETHYLSTYRENE",60.0,,-0.21879686415195465,predicted,-0.21879686415195465
763,62433,PENTYL VALERATE,46.0,,-0.9980255365371704,predicted,-0.9980255365371704
764,62434,ALLYL METHYL DISULFIDE,93.0,,0.9505433440208435,predicted,0.9505433440208435
765,62444,S-METHYL THIO BUTYRATE,100.0,,0.14534883201122284,predicted,0.14534883201122284
766,62445,2-METHYLBUTYL ISOVALERATE,29.0,,-0.624912679195404,predicted,-0.624912679195404
767,62447,ALD C11 MIXED,57.0,,-1.2457234859466553,predicted,-1.2457234859466553
768,62453,4-VINYL PHENOL,30.0,,-1.2538564205169678,predicted,-1.2538564205169678
769,62539,"HEXANE DIONE 3,4",70.0,,-0.6126330494880676,predicted,-0.6126330494880676
770,62553,isopropyl phenyl acetate,50.0,,-1.310388445854187,predicted,-1.310388445854187
771,62571,AMYL LAURATE,47.0,,-4.326484203338623,predicted,-4.326484203338623
772,62572,ETHYL 3 HYDROXY BUTYRATE,19.0,,-0.3663589358329773,predicted,-0.3663589358329773
773,62580,HELIOTROPYL ISOBUTYRATE,25.0,,-2.525956630706787,predicted,-2.525956630706787
774,62583,EPSILON-DECALACTONE,39.0,,-1.229081153869629,predicted,-1.229081153869629
775,62592,HEPTYL BUTYRATE,30.0,,-1.5582407712936401,predicted,-1.5582407712936401
776,62654,CYCLEMAX,46.0,,-1.4585456848144531,predicted,-1.4585456848144531
777,62661,ISOBUTYL BENZYL CARBINOL,27.0,,-1.692551612854004,predicted,-1.692551612854004
778,62835,CARAMEL FURANONE,33.0,,-1.6555941104888916,predicted,-1.6555941104888916
779,62900,WHISKEY LACTONE,48.0,,-0.912657618522644,predicted,-0.912657618522644
780,62902,MANZANATE,60.0,,0.23726597428321838,predicted,0.23726597428321838
781,64678,TETRADECANENITRILE,25.0,,-2.087928533554077,predicted,-2.087928533554077
782,64685,BORNEOL CRYSTALLISE,34.0,0.0502,0.0,experimental,-1.2992962828549806
784,64805,HELIONAL,35.0,,-1.9042251110076904,predicted,-1.9042251110076904
785,64813,CANTHOXAL,16.0,,-1.961102843284607,predicted,-1.961102843284607
786,65288,2-propionylthiazole,55.0,,-0.5060761570930481,predicted,-0.5060761570930481
787,65413,3-(METHYLTHIO)-1-HEXANOL,65.0,,-0.6323321461677551,predicted,-0.6323321461677551
788,65575,CEDROL,27.0,,-3.6330113410949707,predicted,-3.6330113410949707
789,66327,PEONILE,31.5,,-1.262571096420288,predicted,-1.262571096420288
790,66356,ISOBUTYL PENTANOATE,48.0,,-0.5143215656280518,predicted,-0.5143215656280518
791,66678,"6-METHYL-1,2,3,4-TETRAHYDROQUINOLINE",42.0,,-1.0476293563842773,predicted,-1.0476293563842773
792,66768,ISO JASMONE,33.0,,-1.070254921913147,predicted,-1.070254921913147
793,68150,FARNESAL,25.0,,-2.6135196685791016,predicted,-2.6135196685791016
794,68481,2-METHOXYACETOPHENONE,32.0,,-1.4126176834106445,predicted,-1.4126176834106445
795,68960,ISOBUTYL ISOTHIOCYANATE,79.0,,0.5580462217330933,predicted,0.5580462217330933
796,69354,METHYL LEVULINATE,38.0,,-0.334123432636261,predicted,-0.334123432636261
797,69415,PENTYL ISOTHIOCYANATE,80.0,,0.4457070529460907,predicted,0.4457070529460907
798,69467,2-THIOPHENEMETHANOL,21.0,,-0.6095402836799622,predicted,-0.6095402836799622
799,69600,2-HYDROXY-4-METHOXYBENZALDEHYDE,55.0,,-3.244656801223755,predicted,-3.244656801223755
800,69885,ACETYL TETRALIN,45.0,,-1.5289300680160522,predicted,-1.5289300680160522
801,69963,5-HEXEN-1-OL,42.0,,-0.1903200000524521,predicted,-0.1903200000524521
802,70129,4-METHOXYBENZONITRILE,25.0,,-0.7251511812210083,predicted,-0.7251511812210083
803,73750,S-METHYL THIOACETATE,92.0,,1.1857486963272095,predicted,1.1857486963272095
804,74005,4-ISOBUTYL QUINOLINE,57.0,,-1.5220495462417603,predicted,-1.5220495462417603
805,74279,RHUMACETAL,57.0,,-0.7048726677894592,predicted,-0.7048726677894592
806,74408,OXALIDE T (TAKASAGO),33.0,,-3.912198543548584,predicted,-3.912198543548584
807,74786,ETHYL 4-PENTENOATE,95.0,,0.7080876231193542,predicted,0.7080876231193542
808,74791,DECANENITRILE,89.0,,-0.6953150033950806,predicted,-0.6953150033950806
809,74879,ORINOX,22.0,,-2.0742735862731934,predicted,-2.0742735862731934
810,74901,ISOAMYL VALERATE,51.0,,-0.7559633255004883,predicted,-0.7559633255004883
811,75140,P-ANISALDEHYDE DIMETHYL ACETAL,34.0,,-1.163684606552124,predicted,-1.163684606552124
812,75153,INDOCOLORE,56.0,,-1.9945749044418335,predicted,-1.9945749044418335
813,75320,ISO AMYL DECANOATE,60.0,,-2.9417402744293213,predicted,-2.9417402744293213
814,75715,ULTRAVANIL,55.0,,-1.4736511707305908,predicted,-1.4736511707305908
815,76334,PALISANDIN (SYMRISE),30.0,,-1.9393538236618042,predicted,-1.9393538236618042
816,76674,3-METHOXY-5-METHYLPHENOL,45.0,,-1.6829912662506104,predicted,-1.6829912662506104
817,76722,TANGERINE ACETATE,31.0,,-3.571025848388672,predicted,-3.571025848388672
818,77224,HEXANAL DIETHYL ACETAL,41.0,,-0.43132245540618896,predicted,-0.43132245540618896
819,77289,METHYL OCTYL SULFIDE,73.0,,0.11846140027046204,predicted,0.11846140027046204
820,78435,VERAMOSS,59.0,,-4.114292144775391,predicted,-4.114292144775391
821,78484,METHYL HEXYL ETHER,30.0,,0.925377368927002,predicted,0.925377368927002
822,78639,DAMASCOL 4,25.0,,-1.549689531326294,predicted,-1.549689531326294
823,78640,VETIVAL,44.0,,-1.2551052570343018,predicted,-1.2551052570343018
824,78925,METHYL THIO ETHANOL,70.0,,0.670662522315979,predicted,0.670662522315979
825,79148,"1,4-BUTANEDITHIOL",95.0,,0.8524944186210632,predicted,0.8524944186210632
826,80046,DIISOPROPYL TRISULFIDE,75.0,,0.1148628517985344,predicted,0.1148628517985344
827,80790,CARVACRYL METHYL ETHER,19.0,,-1.1516250371932983,predicted,-1.1516250371932983
828,80865,FRUCTONE,32.0,,-0.6152800917625427,predicted,-0.6152800917625427
829,81263,RHODINOL,59.0,,-1.1214126348495483,predicted,-1.1214126348495483
830,81898,VETIKON (SYMRISE),25.0,,-1.1055740118026733,predicted,-1.1055740118026733
831,82227,D-A PINENE,33.0,,0.5567124485969543,predicted,0.5567124485969543
832,82229,(-)-FENCHONE,56.0,,-0.574705958366394,predicted,-0.574705958366394
833,82336,METHYL DIMETHYL ANTHRANILATE,39.0,,-1.8008211851119995,predicted,-1.8008211851119995
834,82511,BENZYL OCTANOATE,15.0,,-2.966376781463623,predicted,-2.966376781463623
835,82584,BENZYL VALERATE,62.0,,-1.7823026180267334,predicted,-1.7823026180267334
836,83268,DIMETHYL-2 HEPTAN-2-OL,58.0,,-0.8384989500045776,predicted,-0.8384989500045776
837,83367,muguet alcohol (Symrise),23.0,,-1.1906054019927979,predicted,-1.1906054019927979
838,83655,1-(5-methylthiophen-2-yl)ethan-1-one,45.0,,-0.6378266215324402,predicted,-0.6378266215324402
839,83763,MAYOL,44.0,,-1.3955475091934204,predicted,-1.3955475091934204
840,84398,VERDORACINE,45.0,,-1.103785753250122,predicted,-1.103785753250122
841,84559,DODECANAL DIMETHYL ACETAL,7.0,,-2.906242609024048,predicted,-2.906242609024048
842,84614,METHYL 2-[(4-METHOXYBENZYLIDENE)AMINO]BENZOATE (OR ANISIMEA),62.0,,-3.670032024383545,predicted,-3.670032024383545
843,85519,3-(methylthio)propyl acetate,100.0,,-0.5642693042755127,predicted,-0.5642693042755127
844,85522,METHYL (METHYLTHIO)ACETATE,79.0,,0.6113901138305664,predicted,0.6113901138305664
845,85730,MANGO FURANONE,70.0,,-0.43815910816192627,predicted,-0.43815910816192627
846,85755,TERPINYL METHYL ETHER,49.5,,-0.8236927390098572,predicted,-0.8236927390098572
847,85833,CANTRYL 502470,40.0,,-0.6749575138092041,predicted,-0.6749575138092041
848,85903,CYCLOMETHYLENE CITRONELLOL,33.33333333333334,,-1.4231071472167969,predicted,-1.4231071472167969
849,85979,3-PHENYLBUTYRALDEHYDE,82.0,,-0.9624791145324707,predicted,-0.9624791145324707
850,86579,CYCLAPROP / TRICYCLODECENYL PROPIONATE,36.0,,-1.942993402481079,predicted,-1.942993402481079
851,86749,DIHYDROLINALOOL,48.0,,-0.9734240770339966,predicted,-0.9734240770339966
852,86750,MUGUOL,42.0,0.15751295,0.0,experimental,-0.8026837346849218
853,86799,JASMAL,35.0,,-1.9363223314285278,predicted,-1.9363223314285278
854,87453,INDOLAROME,48.0,,-1.7837679386138916,predicted,-1.7837679386138916
855,87813,nonanal dimethyl acetal (C-9),35.0,,-0.9432061910629272,predicted,-0.9432061910629272
856,88267,PEOMOSA,50.0,,-1.3994873762130737,predicted,-1.3994873762130737
857,88288,CEDROL METHYL ETHER,21.0,,-2.5775909423828125,predicted,-2.5775909423828125
858,88454,HEXYL PROPIONATE,45.0,,-0.3650478720664978,predicted,-0.3650478720664978
859,88792,VETIMOSS,21.0,,-1.5187853574752808,predicted,-1.5187853574752808
860,89385,TETRAHYDRO LINALYL ACETATE,27.0,,-1.7547969818115234,predicted,-1.7547969818115234
861,89440,TONALIDE,50.0,,-4.272964000701904,predicted,-4.272964000701904
862,89464,ETHYL 3-ACETOXYHEXANOATE,27.0,,-2.4593069553375244,predicted,-2.4593069553375244
863,89802,METHYL 5-METHYLSALICYLATE,40.0,,-3.1830148696899414,predicted,-3.1830148696899414
864,90776,BERGAMAL,50.0,,-0.6865192651748657,predicted,-0.6865192651748657
865,90787,STEMONE,58.0,,-0.5802732706069946,predicted,-0.5802732706069946
866,90818,OZONIL,57.0,,-1.6059750318527222,predicted,-1.6059750318527222
867,90978,ISOLONGIFOLANONE,18.0,,-3.0435094833374023,predicted,-3.0435094833374023
868,91115,PROFARNESAL,45.0,,-2.1771128177642822,predicted,-2.1771128177642822
869,91337,APHERMATE,39.0,,-1.432732343673706,predicted,-1.432732343673706
870,91339,MUSK ACETATE,48.5,,-1.3680137395858765,predicted,-1.3680137395858765
871,91388,HERBAC,50.0,,-0.8712638020515442,predicted,-0.8712638020515442
872,91604,LYRAL,38.0,,-3.2619621753692627,predicted,-3.2619621753692627
873,91696,TRASEOLIDE 100,35.0,,-4.701333045959473,predicted,-4.701333045959473
874,91978,PHENYL ETHYL ISOAMYL ETHER,25.0,,-1.3351757526397705,predicted,-1.3351757526397705
875,92221,CAMPHENE,45.0,3.00024674,0.0,experimental,0.4771569725243357
876,92292,CASHMERAN,58.0,,-2.4868781566619873,predicted,-2.4868781566619873
877,92543,MUGUESIA,30.0,,-1.530714988708496,predicted,-1.530714988708496
878,92606,DYNASCONE/NEOBUTENONE,95.0,,-1.7005667686462402,predicted,-1.7005667686462402
879,92874,LAEVO-VERBENONE,34.5,,-0.7453495264053345,predicted,-0.7453495264053345
880,93199,MYRAC ALDEHYDE,32.0,,-1.3219481706619263,predicted,-1.3219481706619263
881,93639,Z11 MIP (FIRMENICH),48.0,,-3.4882776737213135,predicted,-3.4882776737213135
882,94014,INTRELEVEN ALDEHYDE,65.0,,-1.0601757764816284,predicted,-1.0601757764816284
883,94111,BOISAMBRENE,30.0,,-2.8686461448669434,predicted,-2.8686461448669434
884,94403,Farnesyl Acetate,30.0,,-3.94205904006958,predicted,-3.94205904006958
885,94569,HERBOXANE,32.0,,-1.0403521060943604,predicted,-1.0403521060943604
886,94648,MYROXIDE,49.5,,-0.44626978039741516,predicted,-0.44626978039741516
887,95136,HELIOTROPINE DIETHYL ACETAL,27.5,,-1.8646806478500366,predicted,-1.8646806478500366
888,95266,RESEDA BODY,28.0,,-1.607171654701233,predicted,-1.607171654701233
889,95392,FRAISTONE (IFF),38.0,,-1.211841344833374,predicted,-1.211841344833374
890,95539,BUTYL 2-METHYLVALERATE,34.0,,-0.8769991397857666,predicted,-0.8769991397857666
891,95644,VERTOLIFF,77.0,,-0.6335586309432983,predicted,-0.6335586309432983
892,98118,AURANTIOL,59.0,,-5.612380504608154,predicted,-5.612380504608154
893,98330,"2,5 DIHYDROXY 1,4 DITHIANE",30.0,,-1.2946784496307373,predicted,-1.2946784496307373
894,98492,PENTYL PHENYLACETATE,60.0,,-2.066213607788086,predicted,-2.066213607788086
895,99818,LEATHER PROPIONATE,45.0,,-3.8196604251861572,predicted,-3.8196604251861572
896,100968,CALYXOL,53.0,,-3.663036823272705,predicted,-3.663036823272705
897,100990,CUMINYL ACETATE,18.0,,-1.9458035230636597,predicted,-1.9458035230636597
898,101010,2-TROPICAL OXATHIANE,48.0,,-0.084792859852314,predicted,-0.084792859852314
899,101330,CYCLOHEXYL SALICYLATE,33.0,,-3.663639545440674,predicted,-3.663639545440674
900,101363,DECANAL DIETHYL ACETAL,39.0,,-2.6081767082214355,predicted,-2.6081767082214355
901,101549,VETIVEROL EX VETIVER HAITI,52.0,,-3.364305257797241,predicted,-3.364305257797241
902,101555,CYCLAMEN ALDEHYDE / MA SCHIFF BASE,30.0,,-4.719323635101318,predicted,-4.719323635101318
903,101921,CIS-HOMOMENTHOL,43.0,,-1.0354766845703125,predicted,-1.0354766845703125
904,102120,CEDRENYL ACETATE CHINESE,25.0,,-4.330349445343018,predicted,-4.330349445343018
905,102579,"4,9,12,12-TETRAMETHYL-5-OXATRICYCLO(8.2.0.04,6)DODECANE",40.0,,-1.9648332595825195,predicted,-1.9648332595825195
906,102681,VERDONE,67.0,,-0.4206523895263672,predicted,-0.4206523895263672
907,102844,DIMETHYL OCTENONE,55.0,,-0.2558068633079529,predicted,-0.2558068633079529
908,102849,VERDILYN,40.0,,-1.2643887996673584,predicted,-1.2643887996673584
909,102916,IROTYL,39.0,,-0.7441179752349854,predicted,-0.7441179752349854
910,102993,"2,4-DIMETHYL-1,3-DIOXOLANE",79.0,,1.2687240839004517,predicted,1.2687240839004517
911,103212,SANDALORE,30.0,,-2.051541328430176,predicted,-2.051541328430176
912,103377,OXYOCTALINE FORMATE,37.0,,-4.091755390167236,predicted,-4.091755390167236
913,103381,CETONAL,32.0,,-1.5608807802200317,predicted,-1.5608807802200317
914,103401,PYRALONE,45.0,,-1.7587919235229492,predicted,-1.7587919235229492
915,103402,VELOUTONE,35.0,,-1.4815915822982788,predicted,-1.4815915822982788
916,103404,METHYL ETHOXYPYRAZINE,85.0,,-0.3309951722621918,predicted,-0.3309951722621918
917,103648,PRECYCLEMONE B (IFF),50.0,,-1.6507484912872314,predicted,-1.6507484912872314
918,103719,VERDALIA,60.0,,-0.9632384777069092,predicted,-0.9632384777069092
919,103788,3-methylthio-2-butanone,90.0,,0.3625081777572632,predicted,0.3625081777572632
920,103826,DIHYDROMYRCENYL ACETATE,34.0,,-2.187190532684326,predicted,-2.187190532684326
921,104513,geranium thiazole,48.0,,-0.5535585284233093,predicted,-0.5535585284233093
922,104721,"2-ACETYL-3,5-DIMETHYL PYRAZINE",72.0,,-1.3625916242599487,predicted,-1.3625916242599487
923,105513,OZONE PROPANAL,37.0,,-1.6813912391662598,predicted,-1.6813912391662598
924,105516,CENTIFOLYL (PHENYL ETHYL PIVALATE),34.0,,-2.143165349960327,predicted,-2.143165349960327
925,105664,FLORAMAT,40.0,,-2.2438912391662598,predicted,-2.2438912391662598
926,105755,CARYOPHYLLENE ACETATE,38.0,,-4.852438449859619,predicted,-4.852438449859619
927,105764,CURGIX,38.5,,-1.118899941444397,predicted,-1.118899941444397
928,106673,ISOCAMPHYLCYCLOHEXANOL (ICCH),6.0,,-2.2263877391815186,predicted,-2.2263877391815186
929,106684,VERNALDEHYDE,55.0,,-1.599195122718811,predicted,-1.599195122718811
930,106714,HERBAVERT,55.0,,-0.6471930742263794,predicted,-0.6471930742263794
931,106729,ALLYL AMYL GLYCOLATE,60.0,,-1.3545244932174683,predicted,-1.3545244932174683
932,106740,LYRANTION,32.0,,-5.373848915100098,predicted,-5.373848915100098
933,106745,CYCLABUTE,36.0,,-2.143197536468506,predicted,-2.143197536468506
934,106746,DIHYDRO FLORALATE (IFF),41.0,,-1.3363035917282104,predicted,-1.3363035917282104
935,106748,CITROLATE,38.0,,-1.3668099641799927,predicted,-1.3668099641799927
936,106756,APRIFLOREN,28.0,,-1.2583715915679932,predicted,-1.2583715915679932
937,106766,METHYL PAMPLEMOUSSE,41.0,,-0.7964497208595276,predicted,-0.7964497208595276
938,106997,2-ETHYLFENCHOL,25.0,,-2.052043914794922,predicted,-2.052043914794922
939,107071,PIVACYCLENE,23.0,,-2.7084553241729736,predicted,-2.7084553241729736
940,107073,FIG CROTONATE DATILAT,33.0,,-1.8638025522232056,predicted,-1.8638025522232056
941,107098,VETIKOL ACETATE,65.0,,-2.301417350769043,predicted,-2.301417350769043
942,107166,AMBROX SUPER,47.0,,-3.0082662105560303,predicted,-3.0082662105560303
943,107217,FENCHYL ACETATE,43.0,,-1.517305850982666,predicted,-1.517305850982666
944,107271,SYVERTAL,70.0,,-0.8578298091888428,predicted,-0.8578298091888428
945,107381,FLOROPAL,45.0,,-1.3048295974731445,predicted,-1.3048295974731445
946,108242,ISO E SUPER (IFF),38.0,,-2.5895943641662598,predicted,-2.5895943641662598
947,108312,PHENYL HEXANOL,58.0,,-1.800721287727356,predicted,-1.800721287727356
948,108313,MEFRANAL,58.0,,-1.4250556230545044,predicted,-1.4250556230545044
949,108443,ROSYRANE,50.0,,-1.0770645141601562,predicted,-1.0770645141601562
950,108625,NONANAL DIETHYL ACETAL,29.0,,-1.9690353870391846,predicted,-1.9690353870391846
951,109245,TRIPLAL / ETHYL ANTHRANILATE SCHIFF'S BASE,80.0,,-3.9209818840026855,predicted,-3.9209818840026855
952,109332,THIOCINEOL PURE,20.0,,-0.06736615300178528,predicted,-0.06736615300178528
953,109455,VANILLIN PROPYLENE GLYCOL ACETAL,40.0,,-3.1313860416412354,predicted,-3.1313860416412354
954,109457,ETHYL VANILLIN P.G. ACETAL,50.0,,-3.078629970550537,predicted,-3.078629970550537
955,109458,ISOCYCLOGERANIOL,20.0,,-1.2037979364395142,predicted,-1.2037979364395142
956,109640,quinoleine isobutyl,54.0,,-1.7723665237426758,predicted,-1.7723665237426758
957,110747,TETRAHYDROCITRAL,56.0,,-0.8054782748222351,predicted,-0.8054782748222351
958,110914,SUZARAL,52.0,,-2.6530139446258545,predicted,-2.6530139446258545
959,110923,LIMONENE ALDEHYDE,62.0,,-1.1835048198699951,predicted,-1.1835048198699951
960,110977,DELTA-TRIDECALACTONE,20.0,,-1.665778398513794,predicted,-1.665778398513794
961,111037,TERPINYL ACETATE,35.0,,-1.6245864629745483,predicted,-1.6245864629745483
962,111384,AZARBRE,37.0,,-0.9364181160926819,predicted,-0.9364181160926819
963,111416,ALDRON (SYMRISE),10.0,,-2.2752280235290527,predicted,-2.2752280235290527
964,111418,GLYCOLIERRAL,35.0,,-1.439399242401123,predicted,-1.439399242401123
965,111727,ALLYL CYCLOHEXYL GLYCOLATE,60.0,,-1.8014707565307617,predicted,-1.8014707565307617
966,112226,MELAFLEUR,41.0,,-1.2640860080718994,predicted,-1.2640860080718994
