,CID,Canonical_Name,Imax,vp_exp,predicted_log_vp,vp_source,log_vp
125,7137,ISOEUGENYL ACETATE,32.0,,-2.4138450622558594,predicted,-2.4138450622558594
126,7144,4 METHYL GUAIACOL,72.0,,-1.4751213788986206,predicted,-1.4751213788986206
127,7146,HYDRATROPIC ALDEHYDE,48.0,,-0.1308242380619049,predicted,-0.1308242380619049
128,7147,1-PHENYL-1-PROPANOL,46.0,,-1.2393795251846313,predicted,-1.2393795251846313
129,7148,propiophenone,34.0,1.5,0.0,experimental,0.17609125905568124
130,7165,ETHYL BENZOATE,51.0,,-0.731096088886261,predicted,-0.731096088886261
131,7170,ETHYL BENZOYLACETATE,16.0,,-3.2606699466705322,predicted,-3.2606699466705322
132,7194,PHENETHYL BENZOATE,43.0,,-3.3186450004577637,predicted,-3.3186450004577637
133,7222,BENZOTHIAZOLE,75.0,,-0.9216873049736023,predicted,-0.9216873049736023
134,7225,2-METHYLBENZOXAZOLE,58.0,,-0.9959966540336609,predicted,-0.9959966540336609
135,7249,"3,4-DIMETHYLPHENOL",42.0,0.0356,0.0,experimental,-1.448550002027125
136,7283,2-METHYL BUTYL AMINE,85.0,,1.2834666967391968,predicted,1.2834666967391968
137,7284,2-METHYLBUTYRALDEHYDE,82.0,,1.5155950784683228,predicted,1.5155950784683228
138,7302,GAMMA-BUTYROLACTONE,25.0,1.12509253,0.0,experimental,0.05118824121707402
139,7335,CARVYL ACETATE,65.0,,-2.071737766265869,predicted,-2.071737766265869
140,7336,CARVYL PROPIONATE-L,50.0,,-2.4699699878692627,predicted,-2.4699699878692627
141,7342,ETHYL ISOBUTYRATE,65.0,,1.1555047035217285,predicted,1.1555047035217285
142,7344,ETHYL LACTATE,47.0,1.7,0.0,experimental,0.2304489213782739
144,7351,ISOBUTYL ISOBUTYRATE,41.5,4.33,0.0,experimental,0.6364878963533654
145,7353,BUTYL ISOBUTYRATE,35.0,,0.3693504333496094,predicted,0.3693504333496094
146,7358,2-ETHYL-1-BUTANOL,59.0,0.9,0.0,experimental,-0.045757490560675115
147,7360,TETRAHYDROFURFURYL ALCOHOL,26.0,1.39511473,0.0,experimental,0.14460992413797347
148,7361,FURFURYL ALCOHOL,36.5,0.39753269,0.0,experimental,-0.40062715253488607
149,7362,FURFURAL,34.0,1.12509253,0.0,experimental,0.05118824121707402
150,7363,FURFURAL MERCAPTAN,75.0,,0.9290048480033875,predicted,0.9290048480033875
151,7391,4-TERT-BUTYLCYCLOHEXAN-1-OL,25.0,,-1.161453127861023,predicted,-1.161453127861023
152,7392,4-TERT-BUTYLCYCLOHEXANONE,34.0,,-0.635209858417511,predicted,-0.635209858417511
153,7409,STYRALYL ALCOHOL,48.0,0.1,0.0,experimental,-1.0
154,7410,ACETOPHENONE,58.0,0.99758204,0.0,experimental,-0.0010513782936554584
155,7413,CYCLOHEXANECARBOXYLIC ACID,60.0,,-1.1598585844039917,predicted,-1.1598585844039917
